index,hora,semaforo,direccion,cuantos,estado,placa,prob
2018-02-05,10-08-56,ROJO,directo,x1,-faltapintar,177KZG,100
2018-02-05,06-29-30,ROJO,directo,x1,-ruidoadelntado,xxxx,0
2018-02-05,17-45-20,ROJO,left,x1,-lluvia,4418XYA,100
2018-02-05,13-49-32,ROJO,directo,x1,-bus,-570GHL,100
2018-02-05,06-22-24,ROJO,directo,x1,-pocaluz,1078ZTR,0
2018-02-05,17-13-50,ROJO,directo,x1,-lluvia-nublado,2095IHS,86
2018-02-05,06-09-12,ROJO,directo,x1,-pocaluz,xxxxx,0
2018-02-05,06-35-44,ROJO,directo,x1,-pocaluz,xxxxxx,0
2018-02-05,16-42-20,ROJO,directo,x1,-,2151DCK,100
2018-02-05,18-04-38,ROJO,directo,x1,-,3823UNB,100
2018-02-05,16-47-24,ROJO,directo,x1,-,4029RFY,100
2018-02-05,06-15-20,ROJO,directo,x1,-merge,xxxx,0
2018-02-05,18-09-15,ROJO,directo,x1,-,2373GSL,100
2018-02-05,13-03-46,ROJO,directo,x1,-,2883UAC,100
2018-02-05,18-25-01,ROJO,directo,x1,-pocalus-faltapintar,12xxxx,16
2018-02-05,18-05-40,ROJO,directo,x2,-sinplaca,4093NCK,100
2018-02-05,06-12-31,ROJO,directo,x1,-pocaluz,xxxxx,0
2018-02-05,06-07-23,ROJO,directo,x1,-pocaluz,xxxx,0
2018-02-05,13-34-16,ROJO,irecto,x1,-lamotoactivo-sinpintar,xxxxx,0
2018-02-05,13-56-38,ROJO,left,x1,-ambuluance-sinplaca,xxxxxx,0
2018-02-05,06-16-09,ROJO,directo,x1,-pocaluz,xxxxx,0
2018-02-05,09-27-15,ROJO,,x0,-bugshutter,xxxx,0
2018-02-05,06-37-56,ROJO,directo,x1,-bug,xxxx,0
2018-02-05,16-11-50,ROJO,directo,x1,-bus-faltapintar,142YZS,86
2018-02-05,06-03-06,ROJO,directo,x1,-pocaluz,xxxx,0
2018-02-05,15-30-08,ROJO,directo,x1,-congestion,487SSY,100
2018-02-05,18-42-15,ROJO,directo,x1,-blur,xxxx,0
2018-02-05,07-29-20,ROJO,directo,x1,-,4465GAU,100
2018-02-05,06-22-20,ROJO,directo,x1,-pocaluz-lento,xxxx,0
2018-02-05,06-19-28,ROJO,directo,x1,-pocaluz,xxxxxx,0
2018-02-05,06-52-04,ROJO,directo,x1,-ruidoadelantado,xxxxx,0
2018-02-05,06-48-41,ROJO,directo,x1,-pocaluz,468xxxx,0
2018-02-05,06-40-57,ROJO,directo,x1,-ruidoadelantado,xxxxx,0
2018-02-05,06-13-28,ROJO,,x0,-BUG,,0
2018-02-05,07-19-11,ROJO,directo,x1,-,2840SPX,100
2018-02-05,06-29-20,ROJO,directo,x1,-pocaluz,xxxxx,0
2018-02-05,18-00-34,ROJO,directo,x1,-,4462ZFE,100
2018-02-05,06-39-58,ROJO,directo,x1,-,4521XXX,0
2018-02-05,06-54-46,ROJO,directo,x1,-muchaluz,4465KFT,100
2018-02-05,11-02-48,ROJO,directo,x1,-bus,1688NXA,100
2018-02-05,16-59-35,ROJO,directo,x2,-faltapintar,1719TFI,86
2018-02-05,06-39-53,ROJO,directo,x1,-ruidoadelntado,xxxxx,0
2018-02-05,18-31-05,ROJO,directo,x1,-,4287YIC,100
2018-02-05,06-30-22,ROJO,directo,x1,-ruidoadelantado,xxxxx,0
2018-02-05,14-54-54,ROJO,directo,x1,-bicileta,xxxxx,0
2018-02-05,16-26-03,ROJO,directo,x1,-faltapintar,xxxxx,0
2018-02-05,18-55-31,ROJO,directo,x1,-trancadera-blur,xxxxx,0
2018-02-05,17-08-45,ROJO,directo,x1,-,4450PEK,100
2018-02-05,06-13-25,ROJO,directo,x1,-pocaluz,xxxxx,0
2018-02-05,10-25-11,ROJO,directo,x1,-bus-faltapintar,142YZS,100
2018-02-05,06-09-02,ROJO,directo,x1,-pocaluz,xxxxx,0
2018-02-02,16-52-18,ROJO,ruido,x0,-,xxxxx,0
2018-02-02,15-56-08,ROJO,directo,x2,-muyRapido-Lejos,4240NCK,70
2018-02-02,18-02-10,ROJO,directo,x1,-blur-pocaluz-nublado,xxxx,0
2018-02-02,10-09-29,ROJO,directo,x1,-nublado-blur,xxxx,0
2018-02-02,16-27-38,ROJO,directo,x1,-placa-SinPintar,528EL,70
2018-02-02,17-37-47,ROJO,directo,x1,-pocaluz-blur-nublado,xxxx,0
2018-02-02,08-39-10,ROJO,,x0,-noice,,0
2018-02-02,14-57-39,ROJO,directo,x1,-,4110HLT,100
2018-02-02,07-05-54,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,07-45-32,ROJO,directo,x1,-blur-pocaluz-nublado,xxxx,0
2018-02-02,17-10-20,ROJO,directo,x1,-nublado-blur,xxxx,0
2018-02-02,19-44-48,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,20-04-09,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,15-07-35,ROJO,directo,x1,-bicibleta,xxxxx,0
2018-02-02,11-15-56,ROJO,directo,x1,-lento,xxxx,0
2018-02-02,13-18-00,ROJO,directo,x1,-,4086LRT,100
2018-02-02,12-19-36,ROJO,directo,x1,-pocaluz,2246XFE,100
2018-02-02,19-03-09,ROJO,directo,x1,-blur-pocaluz-nublado,xxxx,0
2018-02-02,07-30-00,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,13-24-40,ROJO,directo,x2,-sinPlaca,xxxx,0
2018-02-02,20-07-12,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,07-59-24,ROJO,directo,x1,-blur-pocaluz-nublado,xxxx,0
2018-02-02,18-29-35,ROJO,directo,x1,-blur-pocaluz-nublado,xxxx,0
2018-02-02,18-11-37,ROJO,directo,x1,-noice-nublado,xxxx,0
2018-02-02,06-07-45,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,06-11-56,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,07-35-20,ROJO,directo,x1,-blur-pocaluz,xxxx,0
2018-02-02,06-48-13,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,06-17-00,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,20-02-07,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,12-06-23,ROJO,directo,x1,-pocaluz,3426DBI,86
2018-02-02,17-54-01,ROJO,directo,x1,-blur-pocaluz-nublado,xxxx,0
2018-02-02,07-03-44,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,06-01-57,ROJO,directo,x1,-blur-noche,xxxx,0
2018-02-02,11-46-18,ROJO,noice,x0,-noice,xxxx,0
2018-02-02,07-05-58,ROJO,directo,x1,-blur-pocaluz,xxxx,0
2018-02-02,12-05-23,ROJO,directo,x1,-pocaluz,3153xxT,70
2018-02-02,18-55-02,ROJO,directo,x1,-blur-pocaluz-nublado,xxxx,0
2018-02-22,15-56-29,ROJO,directo,x1,-Infraccion-Sticker,837TCR,100
2018-02-22,13-50-26,ROJO,directo,x1,-Infraccion-PlacaDespintada,1842xCK,86
2018-02-22,10-25-05,ROJO,directo,x1,-Infraccion-PlacaDespintada-Sticker,1261TBJ,100
2018-02-22,17-22-54,ROJO,directo,x1,-Infraccion-PlacaDespintada,1843xxx,58
2018-02-22,17-19-49,ROJO,directo,x1,-Infraccion,1258UTX,100
2018-02-22,17-39-09,ROJO,directo,x2,-Infraccion,3626LKF,100
2018-02-22,08-54-36,ROJO,directo,x1,-Infraccion,1754xxx,58
2018-02-22,16-02-35,ROJO,directo,x1,-Infraccion-Sticker,1240EYG,100
2018-02-22,09-40-21,ROJO,directo,x1,-Infraccion-PlacaDespintada,1267YKG,100
2018-02-22,15-09-42,ROJO,directo,x1,-Infraccion-PlacaDespintada,824xEUK,86
2018-02-22,16-11-44,ROJO,directo,x1,-Infraccion,4494RUT,100
2018-02-22,07-10-18,ROJO,directo,x1,-Infraccion,783XYx,86
2018-02-22,12-32-09,ROJO,directo,x2,-Infraccion-Sticker,4542HYU-675NRK,100
2018-02-22,09-11-52,ROJO,directo,x1,-Infraccion,4442PDN,100
2018-02-22,07-56-39,ROJO,directo,x1,-Infraccion,1324YID,100
2018-02-22,16-23-54,ROJO,directo,x1,-Infraccion,2306FZB,100
2018-02-22,07-56-40,ROJO,directo,x1,-Infraccion-Duplicado,1324YID,100
2018-02-22,16-02-36,ROJO,directo,x1,-Infraccion-Sticker-Duplicado,1240EYG,100
2018-02-22,12-59-35,ROJO,directo,x1,-Infraccion,3589XCF,100
2018-02-22,11-17-56,ROJO,directo,x1,-Infraccion,3044UAH,100
2018-02-22,17-05-36,ROJO,directo,x1,-Infraccion,1449XNL,100
2018-02-22,17-04-34,ROJO,directo,x1,-Infraccion,2867USU,100
2018-02-22,13-38-12,ROJO,directo,x1,-Infraccion,1841FEX,100
2018-02-22,11-19-59,ROJO,directo,x1,-Infraccion,4110HGD,100
2018-02-22,10-45-24,ROJO,directo,x2,-Infraccion,1269AGK,100
2018-02-22,14-09-43,ROJO,directo,x1,-Infraccion,3114BKS,100
2018-02-22,10-58-37,ROJO,directo,x1,-Infraccion,4528IDT,100
2018-02-22,13-04-40,ROJO,directo,x1,-Infraccion,1419RSx,86
2018-02-22,15-22-55,ROJO,directo,x1,-Infraccion-Adelantado,3791Bxx,72
2018-02-22,06-54-10,ROJO,directo,x1,-Infraccion,3481AKH,100
2018-02-22,16-56-26,ROJO,directo,x1,-Infraccion,1841FEX,100
2018-02-22,08-17-01,ROJO,directo,x1,-Infraccion,1410HED,100
2018-02-22,14-34-09,ROJO,directo,x1,-Infraccion-Sticker,1240EYG,100
2018-02-22,16-53-23,ROJO,izquierdo,x1,-Infraccion,4428RIR,100
2018-02-22,09-56-37,ROJO,directo,x1,-Infraccion,3847TXH,100
2018-02-22,11-30-07,ROJO,directo,x1,-Infraccion,2796XHR,100
2018-02-22,17-55-24,ROJO,directo,x1,-Infraccion,3844BAU,100
2018-02-22,10-22-02,ROJO,directo,x1,-Infraccion-PlacaDespintada-Sticker,934FPI,100
2018-02-17,16-49-16,ROJO,izquierdo,x1,-Infraccion,2306DDI,100
2018-02-17,17-45-09,ROJO,directo,x1,-Infraccion,3447GRR,100
2018-02-17,17-49-11,ROJO,directo,x1,-Infraccion,2081SEP,100
2018-02-17,18-40-02,ROJO,izquierdo,x1,-Infraccion,2199CNR,100
2018-02-17,17-15-39,ROJO,izquierdo,x1,-Infraccion-PlacaDespintada,1338BSx,86
2018-02-17,17-55-18,ROJO,directo,x1,-Infraccion,840RGT,100
2018-02-24,06-44-30,ROJO,directo,x1,-Infraccion,4146XCR,100
2018-02-24,07-13-08,ROJO,derecha,x1,-Infraccion-SinVideo,2378YUG,100
2018-02-24,07-00-42,ROJO,directo,x1,-Infraccion-SinVideo,2087TBI,100
2018-02-24,06-35-00,ROJO,directo,x1,-Infraccion,2742THS,100
2018-02-24,07-13-09,ROJO,derecha,x1,-Infraccion-SinVideo-Duplicado,2378YUG,100
2018-02-24,06-34-27,ROJO,directo,x1,-Infraccion-SinVideo,4082ZFH,100
2018-02-24,06-35-01,ROJO,directo,x1,-Infraccion-Duplicado,2742THS,100
2018-02-24,07-12-38,ROJO,directo,x1,-Infraccion-SinVideo,3807FHH,100
2018-02-24,06-44-28,ROJO,directo,x1,-Infraccion-SinVideo,4146XCR,100
2018-02-24,06-45-41,ROJO,directo,x1,-Infraccion-SinVideo,4465GAU,100
2018-02-19,13-06-15,ROJO,directo,x1,-Infraccion-Cortado,2199RZY,100
2018-02-19,08-54-10,ROJO,directo,x1,-Infraccion,3076RBL,100
2018-02-19,17-53-55,ROJO,directo,x2,-Infraccion-Doble,2985DAG-3824XSY,100
2018-02-19,15-10-16,ROJO,directo,x1,-Infraccion,4291EKT,100
2018-02-19,15-20-25,ROJO,directo,x1,-Infraccion,4700BYE,100
2018-02-19,09-01-15,ROJO,directo,x1,-Infraccion,2689YPA,100
2018-02-19,18-22-23,ROJO,directo,x1,-Infraccion,1441YGx,86
2018-02-19,10-43-56,ROJO,directo,x1,-Infraccion,4280NLK,100
2018-02-19,14-42-49,ROJO,directo,x2,-Infraccion,2704IGI,100
2018-02-19,18-07-10,ROJO,directo,x1,-Infraccion,3161ANF,100
2018-02-19,15-23-28,ROJO,directo,x1,-Infraccion,4512RUI,100
2018-02-19,16-05-09,ROJO,directo,x1,-Infraccion,2893BIB,100
2018-02-19,11-52-02,ROJO,directo,x1,-Infraccion,3765FCL,100
2018-02-19,12-07-17,ROJO,directo,x1,-Infraccion,4041FHU,100
2018-02-19,10-14-28,ROJO,directo,x1,-Infraccion,4239YPC,100
2018-02-19,09-10-25,ROJO,directo,x1,-Infraccion,4028AUP,100
2018-02-19,08-45-00,ROJO,directo,x1,-Infraccion,4684RLR,100
2018-02-19,15-03-09,ROJO,directo,x1,-Infraccion,2109DYN,100
2018-02-19,15-46-51,ROJO,izquierdo,x1,-Infraccion,2424CUT,100
2018-02-19,13-09-17,ROJO,directo,x1,-Infraccion,3807NTY,100
2018-02-19,07-20-07,ROJO,directo,x1,-Infraccion,1893NHH,100
2018-02-19,17-01-05,ROJO,directo,x1,-Infraccion,4104TSU,100
2018-02-19,07-31-50,ROJO,directo,x1,-Infraccion-PlacaDespintada,1800HGP,100
2018-02-19,16-42-47,ROJO,directo,x1,-Infraccion,2607CHU,100
2018-02-19,17-46-48,ROJO,directo,x1,-Infraccion,2701AKA,100
2018-02-19,17-26-28,ROJO,directo,x1,-Infraccion,3120FLB,100
2018-02-19,14-19-25,ROJO,directo,x1,-Infraccion,4445USP,100
2018-02-19,17-45-48,ROJO,directo,x1,-Infraccion,1800DYG,100
2018-02-19,15-37-42,ROJO,directo,x1,-Infraccion,4042UYL,100
2018-02-19,11-10-22,ROJO,directo,x1,-Infraccion,2081NHY,100
2018-02-19,09-25-39,ROJO,directo,x1,-Infraccion,4684HTD,100
2018-02-19,16-37-41,ROJO,directo,x1,-Infraccion,2852IID,100
2018-02-08,06-01-42,ROJO,directo,x1,-pocaluz-blur-night,xxxxx,0
2018-02-08,15-43-49,ROJO,directo,x1,-Infraccion,2560GTY,100
2018-02-08,15-02-07,ROJO,izquierda,x1,-Infraccion,3012YDT,100
2018-02-08,15-26-32,ROJO,directo,x1,-Infraccion,2202GDY,100
2018-02-08,11-19-30,ROJO,directo,x1,-Infraccion,2208ZKT,100
2018-02-08,06-04-39,ROJO,directo,x1,-pocaluz-blur-night-lento,xxxxx,0
2018-02-08,06-52-14,ROJO,directo,x1,-pocaluz-blur-lento,xxxxx,0
2018-02-08,15-24-53,ROJO,directo,x1,-Infraccion-Duplicado,4129FFR,100
2018-02-08,10-56-08,ROJO,directo,x1,-Infraccion,2467HLC,100
2018-02-08,06-46-28,ROJO,directo,x1,-pocaluz-blur-lento,xxxxx,0
2018-02-08,07-29-52,ROJO,GIROENU,x2,-pocaluz-blur,xxxxx,0
2018-02-08,07-01-20,ROJO,directo,x2,-pocaluz-blur-lento,xxxxx,0
2018-02-08,12-33-43,ROJO,izquierda,x1,-Infraccion,2597ZNK,100
2018-02-08,06-09-34,ROJO,directo,x1,-pocaluz-blur-night,xxxxx,0
2018-02-08,15-13-19,ROJO,directo,x1,-Infraccion,2293GES,100
2018-02-08,17-50-52,ROJO,directo,x1,-Infraccion,1476BDP,100
2018-02-08,13-58-08,ROJO,directo,x1,-Infraccion,2612NEK,100
2018-02-08,14-25-33,ROJO,directo,x1,-Infraccion,4287ZBB,100
2018-02-08,07-27-45,ROJO,directo,x1,-pocaluz-sinplaca,xxxxx,0
2018-02-08,13-41-50,ROJO,directo,x1,-Infraccion,2679XPK,100
2018-02-08,06-03-41,ROJO,directo,x1,-pocaluz-blur-night,xxxxx,0
2018-02-08,06-53-16,ROJO,directo,x1,-pocaluz-blur-lento,xxxxx,0
2018-02-08,07-54-41,ROJO,directo,x1,-lento,xxxx,0
2018-02-08,06-09-40,ROJO,directo,x1,-pocaluz-blur-night,xxxxx,0
2018-02-08,10-28-55,ROJO,directo,x1,-Infraccion,3019ZIE,100
2018-02-08,07-34-16,ROJO,directo,x2,-pocaluz-blur,2358XUG,86
2018-02-08,08-16-34,ROJO,directo,x1,-faltapintar,119xxxx,68
2018-02-08,07-29-53,ROJO,GIROENU,x2,-pocaluz-blur,xxxxx,0
2018-02-08,12-24-34,ROJO,directo,x1,-Infraccion,3621UYC,100
2018-02-08,12-54-21,ROJO,directo,x1,-Infraccion,4689BGF,100
2018-02-08,13-34-06,ROJO,izquierda,x1,-Infraccion,2421KYH,100
2018-02-08,14-48-56,ROJO,directo,x1,-Infraccion-Ambulancia,1282HFE,100
2018-02-08,12-25-34,ROJO,directo,x1,-Infraccion,2815HIG,100
2018-02-08,13-34-43,ROJO,directo,x1,-Infraccion,4489ZIE,100
2018-02-08,13-38-46,ROJO,directo,x1,-Infraccion,594FUI,100
2018-02-08,08-09-26,ROJO,directo,x1,-despintado,1327UxH,86
2018-02-08,06-03-40,ROJO,directo,x1,-pocaluz-blur-night,xxxxx,0
2018-02-08,15-24-52,ROJO,directo,x1,-Infraccion,4129FFR,100
2018-02-08,10-55-07,ROJO,directo,x1,-Infraccion,1771BUI,100
2018-02-08,15-08-15,ROJO,directo,x1,-Infraccion,3463XYK,100
2018-02-08,13-24-33,ROJO,directo,x1,-Infraccion,2499DGI,100
2018-02-08,06-04-33,ROJO,directo,x1,-pocaluz-blur-night-lento,xxxxx,0
2018-02-08,14-59-06,ROJO,directo,x1,-Infraccion,2743HKA,100
2018-02-08,09-32-48,ROJO,directo,x1,-Infraccion,3153RIS,100
2018-02-08,16-38-42,ROJO,directo,x1,-Infraccion,1269AGK,100
2018-02-08,06-36-07,ROJO,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-08,07-10-48,ROJO,directo,x1,-pocaluz-blur-lento,xxxxx,0
2018-02-08,06-32-14,ROJO,directo,x1,-pocaluz-blur-lento,xxxxx,0
2018-02-08,06-50-29,ROJO,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-08,12-30-41,ROJO,directo,x1,-Infraccion,2743RPT,100
2018-02-08,08-09-27,ROJO,directo,x1,-,1419Sxx,72
2018-02-08,15-56-02,ROJO,directo,x1,-Infraccion,4245INI,100
2018-02-08,16-28-32,ROJO,directo,x1,-Infraccion,2125BZC,100
2018-02-08,13-06-14,ROJO,directo,x1,-Infraccion,4037CYD,100
2018-02-08,14-49-56,ROJO,directo,x1,-Infraccion,1822KBP,100
2018-02-08,09-21-37,ROJO,directo,x1,-Infraccion,4445YXE,100
2018-02-08,11-48-00,ROJO,directo,x1,-Infraccion-Duplicado,2856KYF,100
2018-02-08,06-36-08,ROJO,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-08,06-11-56,ROJO,directo,x1,-pocaluz-blur-night,xxxxx,0
2018-02-08,13-53-00,ROJO,directo,x1,-Infraccion,4110GUR,100
2018-02-08,11-20-31,ROJO,directo,x1,-Infraccion,1262HCC,100
2018-02-08,10-05-19,ROJO,directo,x1,-Infraccion,4489ZIE,100
2018-02-08,06-13-41,ROJO,directo,x1,-pocaluz-blur-night,xxxxx,0
2018-02-08,07-14-39,ROJO,directo,x1,-pocaluz-blur-lento,xxxxx,0
2018-02-08,11-42-53,ROJO,directo,x1,-Infraccion,918KGF,100
2018-02-08,06-21-41,ROJO,directo,x1,-pocaluz-blur-night,xxxxx,0
2018-02-08,08-22-39,ROJO,directo,x1,-faltapintar,1630BIx,72
2018-02-08,13-21-30,ROJO,directo,x2,-Infraccion,2323SGG,100
2018-02-08,06-02-34,ROJO,directo,x1,-pocaluz-blur-night,xxxxx,0
2018-02-08,08-19-36,ROJO,directo,x1,-,4501TCK,100
2018-02-08,17-39-41,ROJO,directo,x1,-Infraccion,2863BSN,100
2018-02-08,11-47-59,ROJO,directo,x1,-Infraccion,2856KYF,100
2018-02-08,06-07-55,ROJO,directo,x1,-pocaluz-blur-night,xxxxx,0
2018-02-08,06-40-17,ROJO,directo,x1,-pocaluz-blur-lento,xxxxx,0
2018-02-08,12-53-01,ROJO,directo,x1,-Infraccion,1458NAN,100
2018-02-08,07-51-28,ROJO,directo,x1,-lento,xxxx,0
2018-02-08,09-31-46,ROJO,directo,x1,-Infraccion,4529FZL,100
2018-02-08,08-32-49,ROJO,directo,x1,-,4411PZG,100
2018-02-07,15-51-05,Amarillo,directo,x1,-PlacaNoPintada,x,0
2018-02-07,13-34-34,Amarillo,directo,x1,-Infraccion,4512UNT,100
2018-02-07,07-06-15,Amarillo,directo,x1,-RuidoCamara-lluvia,x,0
2018-02-07,14-29-48,Amarillo,directo,x1,-Infraccion,3165XFR,100
2018-02-07,08-00-08,Amarillo,directo,x1,-Infraccion,1268KHS,100
2018-02-07,12-18-20,Amarillo,directo,x1,-Infraccion,2743HKA,100
2018-02-07,16-02-17,Amarillo,directo,x4,-PlacaOscur,2854SCF,100
2018-02-07,19-02-00,Amarillo,directo,x3,-RuidoAdelantado-Visibilidad,x,0
2018-02-04,14-26-14,amarillo,directo,x1,-,1656N7D,100
2018-02-04,12-13-05,amarillo,directo,x1,-,2931CDX,100
2018-02-04,10-47-43,amarillo,directo,x1,-,4280NAX,100
2018-02-04,11-44-37,amarillo,directo,x1,-despintado,860DRG,100
2018-02-04,13-38-28,amarillo,directo,x1,-sucia,4542GH8,100
2018-02-04,20-47-24,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-04,19-40-18,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-04,20-32-09,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-04,18-00-42,amarillo,directo,x1,-despintado,xxx29x,34
2018-02-04,13-21-11,amarillo,directo,x1,-sucio,xxxxxx,0
2018-02-04,13-39-29,amarillo,directo,x1,-,2208ZKT,100
2018-02-04,10-51-46,amarillo,directo,x1,-,2806AFH,100
2018-02-04,16-37-22,amarillo,directo,x1,-,2704TGI,100
2018-02-04,13-29-18,amarillo,directo,x2,-,4212ZDK-100-3473DGG,100
2018-02-04,08-56-55,amarillo,directo,x1,-,4280LXL,100
2018-02-04,11-28-21,amarillo,directo,x1,-,2344RLE,100
2018-02-04,14-34-21,amarillo,directo,x2,-,3165DET-100-2822HIR,100
2018-02-04,11-38-31,amarillo,directo,x1,-,4518UHH,100
2018-02-04,10-30-26,amarillo,directo,x1,-,2081GRP,100
2018-02-04,12-51-42,amarillo,directo,x1,-,3120FSS,100
2018-02-04,14-29-18,amarillo,directo,x1,-,2993DUN,100
2018-02-04,20-33-10,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-04,11-51-44,amarillo,directo,x1,-despintado,1363URH,84
2018-02-04,18-33-14,amarillo,directo,x1,-,2999UZY,86
2018-02-04,11-52-46,amarillo,directo,x1,-,1046BIK,100
2018-02-04,10-55-50,amarillo,directo,x1,-,3474ZYI,100
2018-02-04,10-21-16,amarillo,directo,x1,-despintadoBUS,065ZDD,84
2018-02-04,12-25-16,amarillo,directo,x1,-,2807HPE,100
2018-02-04,08-46-44,amarillo,directo,x1,-,4438XSG,100
2018-02-04,18-02-44,amarillo,directo,x2,-,4461SYP-100-2730SCR,100
2018-02-04,17-59-41,amarillo,directo,x1,-,1327ZYX,84
2018-02-04,14-33-21,amarillo,directo,x1,-,2502ZCY,100
2018-02-04,11-00-54,amarillo,directo,x1,-,x264xFx,46
2018-02-04,17-04-48,amarillo,directo,x1,-despintado,14xxxxx,24
2018-02-04,16-10-55,amarillo,directo,x1,-,2456ULS,100
2018-02-04,14-22-09,amarillo,directo,x1,despintado,1257GGN,86
2018-02-04,14-59-47,amarillo,directo,x1,-,1431IZX,86
2018-02-04,14-23-12,amarillo,directo,x1,-despintado,xxxxxx,0
2018-02-04,16-26-10,amarillo,directo,x1,-,3989YDC,100
2018-02-04,09-16-14,amarillo,directo,x1,-,2856LUA,100
2018-02-04,12-29-21,amarillo,directo,x1,-,126xxxx,32
2018-02-04,13-55-44,amarillo,directo,x1,-lejos-sinplaca,xxxxx,0
2018-02-04,11-36-29,amarillo,directo,x1,-,398BFL,100
2018-02-04,10-23-17,amarillo,directo,x1,-despintado,xx9xxx,0
2018-02-04,08-34-33,amarillo,directo,x1,-,3852YCT,100
2018-02-04,11-56-50,amarillo,directo,x1,-,4680ERB,100
2018-02-04,18-26-07,amarillo,directo,x1,-,1422AFD,100
2018-02-04,11-59-52,amarillo,directo,x1,-,3584SCF,100
2018-02-04,13-08-59,amarillo,directo,x1,-,2616BUG,100
2018-02-04,19-17-58,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-04,15-42-29,amarillo,directo,x1,-,1078NNP,100
2018-02-04,14-04-54,amarillo,directo,x1,-despintada,1190LBD,100
2018-02-04,11-27-20,amarillo,directo,x1,-despintado,x56xxxx,24
2018-02-04,12-56-47,amarillo,directo,x1,-,2595YNR,86
2018-02-04,11-42-35,amarillo,left,x1,-despintado,xxxxx,0
2018-02-04,08-32-31,amarillo,directo,x1,-pocaluz,4683FFC,100
2018-02-04,11-30-23,amarillo,directo,x1,-,4528IDT,100
2018-02-04,13-37-26,amarillo,directo,x1,-sinPlaca,xxxxx,0
2018-02-04,09-13-10,amarillo,directo,x1,-despintado,X02SLX,64
2018-02-04,12-47-39,amarillo,directo,x1,-,3621BLB,100
2018-02-04,11-10-04,amarillo,directo,x1,-despintado,12XXXXX,24
2018-02-04,13-49-38,amarillo,directo,x1,-,4554GPB,100
2018-02-04,17-00-45,amarillo,directo,x1,-trancadera,2595YNR,100
2018-02-04,17-52-34,amarillo,directo,x1,-despintado,1522PMx,86
2018-02-04,08-57-55,amarillo,directo,x1,-,4086RZX,100
2018-02-04,17-43-25,amarillo,directo,x1,-sucio,xxxxx,0
2018-02-04,14-17-06,amarillo,directo,x1,-,836XXL,64
2018-02-04,15-46-31,amarillo,directo,x2,-sinpintar,xxxxx,0
2018-02-03,14-53-54,amarillo,directo,x1,-sucio,2704IGI,86
2018-02-03,13-53-56,amarillo,directo,x1,-despintado,3124RSP,100
2018-02-03,10-13-21,amarillo,directo,x1,-,3114IRS,100
2018-02-03,13-35-38,amarillo,directo,x1,-,1427IEI,86
2018-02-03,13-02-05,amarillo,directo,x1,-CONGESTIONDespintado,xxxx,0
2018-02-03,13-29-32,amarillo,directo,x1,-sinPlaca,xxxx,0
2018-02-03,14-22-23,amarillo,directo,x1,-,3460BAR,100
2018-02-03,14-57-59,amarillo,directo,x1,-,1834SHB,100
2018-02-03,17-29-25,amarillo,directo,x1,-atardecer,3860DGC,86
2018-02-03,16-48-46,amarillo,directo,x1,-pocaluz,2273xEE,86
2018-02-03,13-17-19,amarillo,directo,x1,-,4144IBG,100
2018-02-03,07-57-07,amarillo,directo,x1,-pocaluzBlur,2249xxx,41
2018-02-03,17-00-59,amarillo,directo,x1,-atardecer,4112XGI,86
2018-02-03,13-10-12,amarillo,directo,x1,-,2081NHY,100
2018-02-03,16-11-11,amarillo,directo,x1,-,2380UDR,86
2018-02-03,13-32-35,amarillo,directo,x1,-despintado,61xxxU,46
2018-02-03,15-29-29,amarillo,directo,x1,-congestion,4004EUI,100
2018-02-03,13-31-34,amarillo,directo,x1,-sinColor,1751IXA,100
2018-02-06,06-14-45,Amarillo,directo,x1,-Sincaptura,x,0
2018-02-06,10-51-14,Amarillo,directo,x1,-Infraccion,4560YXK,100
2018-02-06,15-55-12,Amarillo,directo,x1,-Infraccion,1823HTG,100
2018-02-06,16-16-32,Amarillo,izquierda,x1,-Pintura,x,0
2018-02-06,14-07-26,Amarillo,directo,x1,-Ruidocaptura,x,0
2018-02-06,20-31-41,Amarillo,directo,x1,-Pintura,x,0
2018-02-06,10-12-37,Amarillo,directo,x1,-Infraccion,1268ZPA,100
2018-02-06,09-11-37,amarillo,directo,x1,-No pintado,x,0
